phi,theta,m2,information
0.0,1.0297442586766545,0.3051008870661567,0.19653402081347793
0.0,1.0341075818066403,0.3069201206231217,0.19632672336921164
0.0,1.038470904936626,0.30876009197084947,0.1961168879163971
0.0,1.0428342280666119,0.31062024063624316,0.1959045722032752
0.0,1.0471975511965976,0.3125,0.1956898348124081
0.0,1.0515608743265836,0.31439879746920796,0.19547273515010952
0.0,1.0559241974565694,0.3163160546517637,0.1952533334355589
0.0,1.0602875205865552,0.3182511875325567,0.19503169068959272
0.0,1.064650843716541,0.32020360665136527,0.19480786872316933
0.0,1.069014166846527,0.3221727172824127,0.194581930125501
0.0,1.0733774899765127,0.324157919615525,0.19435393825185004
0.0,1.0777408131064985,0.32615860893884074,0.1941239572109833
0.0,1.0821041362364843,0.32817417582301106,0.19389205185228114
0.0,1.08646745936647,0.3302040063068375,0.19365828775249627
0.0,1.090830782496456,0.3322474820842914,0.19342273120215836
0.0,1.0951941056264418,0.3343039806928554,0.1931854491916209
0.0,1.0995574287564276,0.3363728757031317,0.19294650939674524
0.0,1.1039207518864134,0.33845353690965796,0.19270598016421986
0.0,1.1082840750163994,0.34054533052287517,0.1924639304965101
0.0,1.1126473981463851,0.342647619362185,0.19222043003643585
0.0,1.117010721276371,0.3447597630500416,0.1919755490513736
0.0,1.1213740444063567,0.34688111820701684,0.19172935841708078
0.0,1.1257373675363425,0.3490110386477801,0.1914819296011397
0.0,1.1301006906663285,0.3511488755779319,0.19123333464601788
0.0,1.1344640137963142,0.35329397779163363,0.19098364615174446
0.0,1.1388273369263,0.35544569186997105,0.19073293725819948
0.0,1.1431906600562858,0.3576033623799918,0.19048128162701541
0.0,1.1475539831862718,0.3597663320743565,0.19022875342308945
0.0,1.1519173063162575,0.3619339420915434,0.1899754272957064
0.0,1.1562806294462433,0.36410553215654284,0.1897213783592703
0.0,1.160643952576229,0.3662804407819844,0.18946668217364646
0.0,1.1650072757062149,0.3684580054696321,0.18921141472411276
0.0,1.1693705988362009,0.3706375629121874,0.18895565240092135
0.0,1.1737339219661866,0.3728184491953396,0.18869947197847145
0.0,1.1780972450961724,0.375,0.18844295059409505
